CardID,MaritalStatus,NumChildren,LoS,HHIncomeMed
"C0103464472","",1,2.397260,80395.214698
"C0103464509","M",1,1.600000,62775.658437
"C0103464761","S",0,1.731507,45785.393841
"C0103464960","M",0,2.868493,88015.076144
"C0103465163","M",4,2.241096,30313.730277
"C0103465289","M",0,0.983562,40988.494522
"C0103465566","S",0,1.873973,70306.405835
"C0103465722","",4,0.364384,47103.183081
"C0103466013","",3,2.139726,55386.516923
"C0103466024","",0,2.350685,71477.095859
"C0103466111","M",3,2.764384,84156.926176
"C0103466137","S",0,0.016438,55562.913907
"C0103466311","M",1,0.109589,55416.425062
"C0103466443","",1,2.252055,63366.496780
"C0103466600","S",4,1.364384,86419.568468
"C0103467143","M",3,2.684932,63193.151646
"C0103469133","",4,0.378082,88015.076144
"C0103469579","M",2,0.032877,69235.206153
"C0103469838","",0,0.821918,74990.997040
"C0103470487","S",3,2.109589,67997.375408
"C0103471375","M",1,0.512329,69719.840083
"C0103471753","S",3,0.252055,69624.011963
"C0103471843","S",0,1.498630,70855.739006
"C0103471893","S",7,2.249315,85831.781976
"C0103472049","M",3,1.594521,69092.379528
"C0103472079","S",4,0.958904,35905.941954
"C0103475418","S",0,2.646575,55966.978973
"C0103475685","",4,1.830137,65670.033876
"C0103475821","",0,2.013699,69573.961608
"C0103476011","S",0,2.049315,58716.696677
"C0103476048","M",2,1.767123,24056.215094
"C0103476330","S",0,1.967123,38206.427198
"C0103476422","M",3,1.775342,56568.803980
"C0103476567","S",0,2.331507,68001.648000
"C0103476622","M",1,1.898630,85303.201392
"C0103477705","M",4,-0.898630,60153.508103
"C0103477757","S",0,2.852055,77732.169561
"C0103477758","M",0,0.049315,42002.929777
"C0103477834","",0,0.649315,43767.509995
"C0103478044","",0,2.657534,88015.076144
"C0103478059","",0,1.539726,60248.115482
"C0103478510","S",1,-0.641096,50111.087374
"C0103478811","",0,1.087671,70674.459059
"C0103479198","",2,1.087671,57085.787530
"C0103479435","S",0,0.580822,41965.086825
"C0103483481","M",0,0.057534,35861.384930
"C0103483583","",0,1.832877,50226.447340
"C0103483705","S",0,1.701370,57229.224525
"C0103483732","M",1,0.528767,38116.702780
"C0103483792","",0,1.534247,69276.100955
"C0103484052","M",1,2.090411,71528.366955
"C0103484126","S",0,1.421918,33090.304270
"C0103484282","",0,0.723288,55346.232490
"C0103484520","M",2,1.471233,33975.951415
"C0103484975","M",4,1.030137,29862.056337
"C0103485141","S",0,-0.780822,55515.915403
"C0103485237","S",1,0.923288,18778.344066
"C0103485830","M",1,1.397260,88015.076144
"C0103485950","",0,0.334247,47359.538560
"C0103486184","M",7,0.010959,58590.960417
"C0103486254","S",1,2.580822,70721.457564
"C0103486284","",0,2.082192,34751.121555
"C0103486314","S",1,0.832877,64372.386853
"C0103486537","",1,0.926027,45267.189550
"C0103498980","M",0,0.863014,82063.356426
"C0103499036","",6,2.243836,88015.076144
"C0103499496","S",0,1.887671,32023.377178
"C0103500011","S",0,2.884932,67977.843562
"C0103500115","M",1,1.901370,88015.076144
"C0103500299","",0,-0.950685,77713.248085
"C0103501058","M",2,-0.701370,67993.102817
"C0103501060","S",5,2.726027,83718.680380
"C0103501190","S",0,2.164384,31001.617481
"C0103501278","M",4,2.980822,85823.847163
"C0103501502","S",0,2.550685,54563.737907
"C0103501588","S",1,2.216438,36356.395154
"C0103501732","S",0,1.509589,58717.307047
"C0103501964","S",0,0.627397,64833.216346
"C0103504090","S",3,1.243836,67612.842189
"C0103504434","S",1,0.082192,58615.375225
"C0103504589","S",0,0.956164,70748.924223
"C0103505286","S",0,2.775342,46136.356700
"C0103505374","S",1,0.709589,76602.984710
"C0103505697","M",1,1.567123,47947.325053
"C0103505779","",0,-0.539726,70749.534593
"C0103505953","",0,2.605479,60043.031098
"C0103506521","M",0,2.413699,88015.076144
"C0103507185","",2,1.517808,65200.659200
"C0103507226","M",0,0.060274,52597.735527
"C0103508033","M",0,1.421918,68029.725028
"C0103508086","M",3,1.583562,48016.907254
"C0103508637","M",2,1.254795,88015.076144
"C0103509115","S",1,0.832877,64950.407422
"C0103509507","S",3,0.580822,19863.582263
"C0103509817","M",0,-0.523288,52322.458571
"C0103510441","",2,1.460274,42622.455519
"C0103510472","",0,2.953425,47966.856899
"C0103510498","S",0,1.041096,55346.842860
"C0103510653","S",1,0.967123,85823.847163
"C0103511371","",3,1.512329,64647.053438
"C0103511573","",0,0.583562,23492.233039
"C0103511713","M",0,1.649315,62369.762261
"C0103511720","",0,1.493151,72561.113315
"C0103511829","S",0,0.243836,84195.989868
"C0103512207","",0,0.958904,84371.776482
"C0103512501","S",0,1.613699,57002.777184
"C0103517431","S",0,0.915068,74091.921751
"C0103517743","M",0,0.619178,46633.808405
"C0103518485","M",2,2.194521,88015.076144
"C0103518875","M",2,2.789041,85823.847163
"C0103519043","",1,0.052055,48481.398968
"C0103519250","M",0,0.419178,70856.959746
"C0103519866","M",1,-0.841096,42688.985870
"C0103520140","S",4,2.153425,70007.934812
"C0103520629","",0,0.189041,41760.612812
"C0103520640","M",0,0.934247,45455.183569
"C0103520791","",3,2.558904,41785.027619
"C0103521042","M",1,2.463014,21548.203986
"C0103521200","M",1,-0.654795,77069.917905
"C0103521692","",0,0.786301,40950.651570
"C0103521737","",0,0.884932,71460.615864
"C0103522220","M",1,0.786301,75041.047395
"C0103522569","S",0,2.906849,60296.945097
"C0103522838","S",2,1.421918,56499.221778
"C0103523398","",1,0.117808,74120.609149
"C0103523671","S",1,2.298630,31618.091372
"C0103524037","",0,2.887671,32226.630451
"C0103524088","M",4,0.506849,40966.521195
"C0103535379","S",0,1.698630,59950.254830
"C0103535637","S",0,0.832877,48010.193182
"C0103535757","",0,2.378082,70933.256020
"C0103535958","S",0,1.380822,46572.161016
"C0103536095","",2,2.652055,63942.075869
"C0103536663","S",0,1.520548,52645.954772
"C0103536752","",0,0.030137,47988.219855
"C0103538354","",0,2.438356,42742.698447
"C0103538594","",0,0.964384,75035.554064
"C0103539296","M",2,1.712329,75102.694784
"C0103539376","S",1,2.386301,69232.764672
"C0103539751","",0,2.386301,51315.958129
"C0103540271","S",0,-0.712329,66317.636647
"C0103540766","S",3,1.290411,77123.630482
"C0103540996","M",5,2.008219,67965.025788
"C0103541086","M",1,1.794521,32226.630451
"C0103541497","M",1,2.887671,55833.918271
"C0103541826","",1,0.298630,68021.179846
"C0103541943","M",4,1.128767,32237.006745
"C0103541985","M",5,2.747945,52630.085147
"C0103542753","",0,1.673973,51880.550554
"C0103542799","",0,1.227397,56901.455733
"C0103543274","M",1,2.410959,65212.256233
"C0103543367","S",0,-0.452055,88015.076144
"C0103543439","S",0,1.367123,88015.076144
"C0103543760","",0,1.032877,65917.233802
"C0103544348","M",0,2.200000,47993.102817
"C0103544363","",0,2.750685,40967.131565
"C0103544572","M",2,0.063014,74965.361492
"C0103544724","M",1,2.668493,77094.943083
"C0103546018","",1,0.358904,26166.264840
"C0103546034","M",1,2.534247,56156.804102
"C0103546420","",0,0.794521,56884.975738
"C0103546668","S",0,2.156164,61991.943113
"C0103546755","",0,1.810959,59981.994079
"C0103547098","",0,0.632877,24287.545396
"C0103547148","S",0,2.246575,57250.587481
"C0103547698","",0,0.276712,65051.728874
"C0103547793","",0,-0.827397,83482.467116
"C0103552288","M",2,1.764384,81694.692831
"C0103552502","",0,0.356164,42322.153386
"C0103552537","",4,2.917808,83541.062654
"C0103553727","",7,1.753425,88015.076144
"C0103553882","",0,2.797260,66747.947630
"C0103553919","",4,-0.517808,28308.053835
"C0103554515","S",0,2.164384,32410.351878
"C0103554765","",1,2.032877,83782.158879
"C0103555049","",0,0.079452,83782.158879
"C0103555215","S",4,1.671233,63751.030000
"C0103555235","S",2,0.441096,35398.113956
"C0103555297","M",0,0.720548,34950.102237
"C0103567489","M",2,0.150685,29738.151189
"C0103567704","M",1,2.758904,73948.484756
"C0103567944","",5,2.750685,42151.249733
"C0103568141","",2,1.145205,53775.749992
"C0103568159","",0,2.610959,88015.076144
"C0103568510","S",3,2.813699,36656.697287
"C0103568551","M",0,1.323288,28262.886441
"C0103568589","",0,1.950685,88015.076144
"C0103568769","M",0,2.882192,82107.913450
"C0103568878","M",1,0.331507,63804.132206
"C0103569034","M",1,0.347945,42253.791925
"C0103569206","S",0,0.134247,28257.393109
"C0103569517","",0,0.978082,71085.848567
"C0103569889","S",3,-0.821918,63194.372387
"C0103569939","M",0,1.339726,88015.076144
"C0103570039","M",0,2.263014,64741.660817
"C0103570102","S",0,1.589041,32365.184484
"C0103570188","",0,1.884932,71057.771538
"C0103570245","M",2,1.723288,41828.363903
"C0103570406","S",1,1.115068,41280.861843
"C0103570691","M",1,2.893151,33566.393017
"C0103570750","S",0,0.117808,50646.992401
"C0103570796","",3,2.147945,64651.936399
"C0103571755","M",0,0.657534,42223.273415
"C0103571807","M",0,2.600000,50626.850185
"C0103571875","M",2,2.728767,65105.441450
"C0103571878","S",0,0.591781,70836.817530
"C0103571988","",3,-0.484932,64681.234169
"C0103572628","M",4,-0.575342,88015.076144
"C0103572636","M",2,0.756164,38713.644826
"C0103572891","M",2,0.372603,51699.270608
"C0103572921","M",2,2.142466,32729.575488
"C0103573016","S",0,1.454795,79375.286111
"C0103573334","M",2,1.928767,86856.593524
"C0103574266","S",1,2.227397,48674.886319
"C0103574328","S",2,1.082192,45477.156896
"C0103574335","",0,2.786301,61749.015778
"C0103574648","S",2,2.282192,38081.911679
"C0103574871","M",1,1.243836,38202.154607
"C0103574934","",0,0.301370,45470.442824
"C0103575199","M",1,0.912329,38025.757622
"C0103575208","M",1,1.772603,35311.441389
"C0103575290","",0,2.071233,42167.729728
"C0103575577","S",0,2.909589,52462.233345
"C0103576348","",0,1.350685,38971.831416
"C0103576545","M",1,2.386301,70899.075289
"C0103576630","S",0,-0.654795,56857.509079
"C0103576730","",0,2.865753,27005.523850
"C0103577371","M",2,1.665753,50055.543687
"C0103577480","M",3,1.923288,64794.152654
"C0103577693","S",0,0.821918,54997.100742
"C0103577842","",0,2.495890,60678.426466
"C0103578341","S",0,1.854795,74073.000275
"C0103578451","M",0,2.123288,32241.889706
"C0103578540","M",0,0.484932,41043.427839
"C0103579209","",0,1.473973,31569.261757
"C0103579452","",5,0.178082,50925.931578
"C0103579564","",2,2.758904,64782.555620
"C0103580533","S",0,0.758904,49935.911130
"C0103580780","",1,1.663014,61722.159490
"C0103581023","M",7,0.153425,39874.568926
"C0103581045","M",3,0.808219,85525.376141
"C0103581188","M",4,1.690411,88015.076144
"C0103581401","",0,0.624658,69203.466903
"C0103581993","M",2,1.071233,58418.836024
"C0103582044","M",0,2.200000,62826.319163
"C0103582598","S",1,0.128767,50139.164403
"C0103582802","M",2,0.147945,55254.676962
"C0103583178","S",2,1.123288,44391.918699
"C0103583278","S",1,2.712329,35313.882870
"C0103583572","M",7,0.276712,68440.504166
"C0103583656","S",0,2.268493,85525.376141
"C0103583939","S",0,0.695890,66351.817377
"C0103584124","",0,0.531507,56164.128544
"C0103584172","M",1,1.610959,74126.712851
"C0103587711","M",2,1.134247,67574.388867
"C0103587930","M",2,1.339726,30286.873989
"C0103587971","M",3,2.410959,40950.041200
"C0103588182","S",0,0.769863,40348.826563
"C0103588619","",0,1.509589,54365.367595
"C0103590092","M",5,2.715068,69188.818018
"C0103590393","M",1,0.624658,77742.545854
"C0103594847","",2,-0.501370,85823.847163
"C0103594980","M",4,0.139726,41029.999695
"C0103595097","S",0,1.950685,88015.076144
"C0103595552","M",5,0.465753,55941.953795
"C0103595610","S",0,1.495890,62415.540025
"C0103595966","M",7,1.767123,65331.888791
"C0103596291","S",0,1.890411,64817.957091
"C0103596505","",4,2.761644,69229.102451
"C0103596705","",1,2.328767,58721.579638
"C0103596731","S",0,-0.654795,61664.784692
"C0103597040","",0,2.720548,61277.809992
"C0103597181","M",0,2.487671,73218.482009
"C0103597471","",0,1.893151,39250.160222
"C0103601585","M",1,0.961644,88015.076144
"C0103602089","",0,0.761644,88015.076144
"C0103602259","S",0,0.263014,65224.463637
"C0103602282","",2,2.260274,88015.076144
"C0103602332","M",2,1.446575,62428.357799
"C0103602937","M",2,1.002740,41016.571551
"C0103603137","S",1,2.276712,63913.388470
"C0103603290","S",3,2.832877,83728.446303
"C0103603394","M",0,2.010959,53245.338298
"C0103604134","",0,1.709589,62084.719382
"C0103606032","S",0,2.558904,83081.453902
"C0103606097","S",2,2.961644,69972.533341
"C0103606325","S",2,0.279452,38089.236122
"C0103606383","M",1,0.632877,26260.872219
"C0103606423","S",1,0.589041,56510.818812
"C0103606635","M",1,2.841096,68356.273080
"C0103606722","S",0,-0.775342,39856.868191
"C0103606853","M",3,0.120548,61698.965423
"C0103607197","S",0,2.597260,41257.057405
"C0103607421","",0,-0.619178,65872.066408
"C0103607496","M",5,2.832877,44098.330638
"C0103607899","M",2,0.279452,78556.779687
"C0103608448","S",3,1.073973,50904.568621
"C0103608677","M",4,2.534247,39327.066866
"C0103608710","M",3,1.013699,32041.077914
"C0103608754","S",0,0.030137,85823.847163
"C0103609217","",0,0.975342,80120.548112
"C0103609432","S",0,2.920548,47161.168249
"C0103609548","S",1,0.273973,46633.808405
"C0103609579","M",1,2.391781,61066.621906
"C0103618031","S",0,0.789041,36758.018738
"C0103618101","",0,2.104110,51336.100345
"C0103619353","",0,-0.501370,73793.450728
"C0103620097","",0,0.213699,31329.996643
"C0103620275","M",0,2.980822,75035.554064
"C0103620294","S",1,2.468493,29923.093356
"C0103621359","M",5,0.619178,85525.376141
"C0103621418","S",0,0.558904,54995.269631
"C0103621504","S",0,0.827397,37908.566546
"C0103621994","",1,1.350685,87109.286782
"C0103623200","S",1,1.304110,40983.611560
"C0103623485","",1,2.487671,70289.925840
"C0103623565","",1,1.887671,42496.108890
"C0103623771","",1,2.934247,46541.032136
"C0103623854","M",1,1.191781,28521.073031
"C0103623904","",0,-0.539726,57263.405255
"C0103624962","M",1,1.827397,55988.341929
"C0103625177","S",0,-0.545205,37946.409497
"C0103625393","S",3,1.613699,34773.094882
"C0103626178","S",0,1.953425,36971.648305
"C0103626416","S",0,2.849315,31546.678060
"C0103626599","S",0,1.493151,33883.175146
"C0103626805","",1,0.035616,44427.930540
"C0103626852","M",5,1.739726,41402.325510
"C0103639031","M",0,0.180822,68027.283547
"C0103639723","S",0,0.252055,51855.525376
"C0103640454","M",3,0.317808,37933.591723
"C0103640545","",0,0.772603,45956.297494
"C0103640588","S",0,0.887671,41977.294229
"C0103640790","S",1,1.909589,46555.681021
"C0103641389","S",0,2.416438,48016.907254
"C0103641703","M",3,2.671233,69225.440229
"C0103641817","S",3,-0.789041,43301.187170
"C0103641834","",2,2.761644,75480.513932
"C0103641991","M",2,-0.794521,84214.911344
"C0103642744","S",0,1.936986,50148.319956
"C0103642922","",2,1.021918,59378.337962
"C0103645971","S",0,1.293151,61318.704794
"C0103646092","S",0,1.276712,54433.118686
"C0103646153","M",2,-0.512329,42720.725120
"C0103646315","",0,0.095890,88015.076144
"C0103646376","S",0,0.295890,69229.102451
"C0103646393","M",4,1.567123,31950.743126
"C0103646917","S",0,2.386301,26976.836451
"C0103647223","M",1,2.101370,40861.537523
"C0103647279","S",0,2.084932,47323.526719
"C0103647320","",0,2.482192,32018.494217
"C0103647647","",0,0.317808,88015.076144
"C0103648226","",0,-0.495890,56995.452742
"C0103650681","M",1,2.923288,65514.389477
"C0103651301","S",0,2.827397,88015.076144
"C0103651385","",0,2.808219,50875.270852
"C0103651752","S",0,1.210959,43997.009186
"C0103653445","S",0,0.967123,83718.680380
"C0103653510","S",0,2.421918,42703.634754
"C0103653586","",0,1.602740,58740.501114
"C0103654724","",1,-0.756164,55302.285836
"C0103654868","S",0,2.635616,69213.843196
"C0103654964","S",1,1.175342,71758.476516
"C0103655608","M",4,1.564384,78761.864071
"C0103656581","M",0,-0.750685,56466.261788
"C0103656709","S",0,1.238356,61282.692953
"C0103657826","M",1,0.153425,87747.734001
"C0103658005","S",0,0.358904,55877.254555
"C0103658154","",0,2.076712,26968.901639
"C0103658249","S",0,2.035616,69649.037141
"C0103658407","M",3,-0.728767,46116.214484
"C0103658438","S",0,2.695890,56111.636708
"C0103658578","M",0,-0.857534,74076.052126
"C0103670166","M",0,2.024658,48021.790216
"C0103670902","S",0,0.643836,44741.660817
"C0103671518","S",0,2.961644,73208.716086
"C0103671758","M",2,-0.865753,62098.757897
"C0103672456","S",2,1.893151,48574.175237
"C0103672705","",0,1.043836,42366.710410
"C0103672771","",0,0.830137,51505.783258
"C0103672871","S",0,2.065753,32920.621357
"C0103673558","S",1,2.315068,51657.155065
"C0103673846","M",1,2.583562,41357.768487
"C0103674145","",0,1.175342,53993.041780
"C0103674428","",1,1.597260,83510.544145
"C0103674571","",3,2.145205,88015.076144
"C0103674642","M",4,2.183562,88015.076144
"C0103675132","S",0,2.032877,43035.065767
"C0103675255","M",3,2.819178,28288.521989
"C0103675280","M",3,2.567123,82107.913450
"C0103675337","M",1,2.679452,83459.273049
"C0103675427","S",3,1.454795,64744.102298
"C0103675726","M",1,0.597260,30176.396985
"C0103675936","S",0,1.128767,38465.224158
"C0103676079","S",2,2.824658,28283.639027
"C0103676677","S",3,1.857534,65147.556993
"C0103676704","S",0,0.843836,83782.158879
"C0103676781","S",0,1.769863,65112.155522
"C0103679903","S",7,1.989041,53968.626972
"C0103680081","S",0,-0.720548,42739.036225
"C0103680697","S",2,0.443836,64295.480209
"C0103680953","M",2,0.534247,55840.021973
"C0103680955","M",1,2.712329,28315.988647
"C0103681079","",0,-0.813699,48618.121891
"C0103681616","",0,2.241096,83541.062654
"C0103681871","M",3,0.178082,51076.082644
"C0103682096","",1,0.010959,45099.948119
"C0103682158","S",0,1.978082,88015.076144
"C0103682455","M",1,0.575342,88015.076144
"C0103682460","",0,0.131507,41833.857234
"C0103682772","M",4,0.235616,83782.158879
"C0103686217","M",1,2.290411,71094.393750
"C0103686218","M",1,0.816438,59389.324625
"C0103686345","",1,1.950685,54615.619373
"C0103686380","S",4,0.002740,50806.299020
"C0103686727","M",0,0.605479,37116.916410
"C0103686731","",0,2.153425,53983.275857
"C0103686808","M",0,1.172603,55848.567156
"C0103686869","",3,1.452055,30813.013092
"C0103687084","",4,0.742466,38866.847743
"C0103687363","M",1,-0.591781,63835.261086
"C0103687476","",1,0.597260,83541.062654
"C0103687764","S",0,1.695890,65060.884426
"C0103687961","",0,1.345205,63768.120365
"C0103688313","M",0,0.153425,44736.777856
"C0103688924","M",2,-0.479452,83382.976775
"C0103689491","S",0,0.778082,64652.546770
"C0103693287","",0,0.556164,88015.076144
"C0103693437","",0,0.504110,31521.042512
"C0103693536","",0,1.917808,67924.741356
"C0103693933","",0,1.646575,64778.283029
"C0103694002","S",0,2.093151,51705.374310
"C0103694050","",3,0.915068,42421.643727
"C0103694161","",0,2.906849,38479.873043
"C0103694483","",0,2.386301,71051.057466
"C0103694820","M",4,1.756164,51745.658742
"C0103694863","M",0,1.465753,35077.059236
"C0103695150","M",1,2.709589,48637.043367
"C0103695908","",0,0.005479,60204.779199
"C0103696294","M",1,0.312329,66664.326914
"C0103696349","S",0,1.473973,53162.327952
"C0103696959","M",2,0.884932,35035.554064
"C0103700952","M",2,0.315068,61687.368389
"C0103701472","M",1,1.010959,75041.047395
"C0103701536","",0,1.597260,58699.606311
"C0103701854","M",0,1.712329,60340.281381
"C0103701913","M",1,2.136986,63636.280404
"C0103701984","S",2,0.435616,33657.338176
"C0103702073","",0,1.156164,63386.028626
"C0103702222","S",0,0.641096,71539.353618
"C0103702344","",1,-0.526027,38194.830164
"C0103702352","S",1,1.821918,74125.492111
"C0103702639","S",2,-0.863014,55388.958403
"C0103703228","S",1,2.509589,64824.060793
"C0103703426","M",1,0.350685,70695.211646
"C0103703753","",0,1.257534,73748.283334
"C0103707583","S",0,2.712329,88015.076144
"C0103707802","S",0,1.397260,71470.992157
"C0103708224","S",0,1.345205,87109.286782
"C0103708449","",3,1.104110,38189.336833
"C0103708706","",3,0.610959,65300.759911
"C0103708852","",1,0.838356,62420.422987
"C0103709416","",0,0.484932,77093.722343
"C0103710050","M",2,1.621918,42696.310312
"C0103710212","",0,1.452055,88015.076144
"C0103710511","S",2,2.295890,88015.076144
"C0103710727","S",0,2.375342,42032.837916
"C0103711138","",0,2.180822,44351.023896
"C0103711304","",1,1.728767,74093.142491
"C0103711415","",0,1.501370,70880.764183
"C0103718739","",0,1.580822,62432.630390
"C0103718998","",0,0.169863,72190.008240
"C0103720121","M",1,1.027397,70130.619221
"C0103720203","S",0,-0.515068,80628.986480
"C0103720646","M",0,2.791781,83718.680380
"C0103720688","S",1,2.983562,83728.446303
"C0103720773","",0,2.249315,88015.076144
"C0103722158","",1,0.747945,31310.464797
"C0103722271","",0,0.065753,31305.581835
"C0103722281","M",1,1.980822,67038.483840
"C0103722353","M",1,-0.660274,48032.776879
"C0103722741","S",0,2.558904,71792.657247
"C0103722834","S",2,0.868493,65009.002960
"C0103722893","",0,0.369863,85823.847163
"C0103723632","",0,1.304110,88015.076144
"C0103723982","",0,0.553425,46077.761162
"C0103724339","",0,1.969863,35918.149358
"C0103724570","",0,1.342466,62579.119236
"C0103726298","",2,1.726027,37359.233375
"C0103726902","",0,1.273973,55272.377697
"C0103728154","M",0,2.410959,36985.686819
"C0103728469","S",0,2.865753,49449.446089
"C0103728484","",0,1.394521,28184.759056
"C0103728810","S",1,0.558904,44701.376385
"C0103728888","S",0,2.843836,70029.297769
"C0103729201","",1,2.471233,45511.947996
"C0103729232","M",1,0.158904,33690.908536
"C0103729260","",3,1.043836,70853.907895
"C0103729421","S",1,0.673973,55477.462081
"C0103729551","M",3,2.589041,31008.331553
"C0103729676","M",1,1.098630,26351.817377
"C0103729751","S",0,2.093151,56867.275002
"C0103730321","M",1,0.460274,61752.067629
"C0103730701","",2,1.926027,51712.088382
"C0103730777","M",2,0.038356,55598.315378
"C0103735688","",1,2.531507,47656.788842
"C0103736002","S",0,2.432877,63553.270058
"C0103736356","S",0,2.200000,45986.205634
"C0103737558","S",0,2.863014,38228.400525
"C0103737672","M",1,0.013699,83659.474471
"C0103737960","",1,1.868493,64612.262337
"C0103741834","M",0,2.665753,50870.387890
"C0103742028","",2,2.898630,88015.076144
"C0103742125","",0,2.827397,27006.134220
"C0103742260","",1,0.709589,38227.179785
"C0103742424","",0,1.493151,73200.781274
"C0103743168","",0,0.572603,70321.054720
"C0103743305","M",1,0.917808,42022.461623
"C0103744135","M",3,2.410959,71784.722434
"C0103744347","S",0,-0.947945,70000.000000
"C0103744444","S",1,1.846575,33284.401990
"C0103745049","S",2,-0.808219,74076.052126
"C0103745224","M",0,0.052055,81385.235145
"C0103745468","S",1,0.649315,26190.679647
"C0103745748","M",1,0.843836,88015.076144
"C0103747201","",0,0.315068,58649.555956
"C0103748192","",0,2.147945,88015.076144
"C0103748262","",0,-0.602740,45851.924192
"C0103748718","",0,-0.561644,54373.912778
"C0103750080","S",3,0.520548,46527.603992
"C0103750879","",1,1.189041,65560.167241
"C0103751154","",0,2.791781,70967.436750
"C0103751274","",0,1.167123,59431.440168
"C0103751528","",2,2.849315,88015.076144
"C0103751580","M",0,0.550685,40362.865078
"C0103751729","",1,1.706849,54301.278726
"C0103751950","",1,1.663014,26521.500290
"C0103752439","S",2,2.282192,84371.776482
"C0103752472","",2,0.424658,43270.058290
"C0103752727","S",0,1.246575,81385.235145
"C0103752966","M",1,0.953425,70697.042756
"C0103753078","",0,0.123288,60205.389569
"C0103754642","",0,2.684932,46642.963958
"C0103754678","",1,0.819178,58434.095279
"C0103756849","M",1,2.956164,32092.349010
"C0103757109","S",0,0.567123,77077.242347
"C0103757555","M",2,-0.528767,32180.852687
"C0103757825","M",0,0.397260,35857.722709
"C0103758118","S",2,-0.600000,87109.286782
"C0103758234","M",0,1.904110,36654.255806
"C0103759062","M",0,0.556164,56638.996551
"C0103759508","",2,2.024658,69166.234321
"C0103759765","M",2,0.821918,43768.730735
"C0103759821","S",4,2.632877,65288.552507
"C0103759966","",4,2.630137,41303.445540
"C0103760025","M",2,2.479452,71066.316721
"C0103760043","",0,1.169863,84424.878689
"C0103760445","S",0,2.134247,83718.680380
"C0103760827","M",0,1.238356,88015.076144
"C0103760971","S",0,-0.487671,32171.697134
"C0103761044","M",3,2.216438,88015.076144
"C0103767593","S",1,2.849315,56692.098758
"C0103772837","S",0,2.594521,51814.020203
"C0103772997","",3,2.301370,40992.156743
"C0103773145","S",0,2.926027,54973.906674
"C0103773246","",2,2.216438,69336.527604
"C0103773375","",0,1.810959,48991.668447
"C0103773509","",0,-0.764384,62412.488174
"C0103773594","",4,0.654795,26992.095706
"C0103774078","M",1,1.769863,54867.702261
"C0103774230","S",0,2.052055,39924.008911
"C0103774523","S",0,1.438356,56976.531266
"C0103774750","S",0,0.802740,74074.221015
"C0103774891","S",3,1.443836,37459.334086
"C0103775886","S",0,1.912329,88015.076144
"C0103776012","S",3,0.709589,27009.186071
"C0103776132","M",2,0.068493,86419.568468
"C0103776438","M",2,-0.465753,66410.412915
"C0103776879","M",1,0.068493,85823.847163
"C0103777310","S",0,2.076712,33293.557543
"C0103777504","S",0,-0.663014,70289.315470
"C0103777596","M",4,2.134247,68025.452437
"C0103777872","S",1,2.843836,68030.945769
"C0103777930","S",0,2.243836,82919.095431
"C0103778061","S",0,-0.882192,45062.105167
"C0103778193","",0,0.709589,29445.783868
"C0103778536","S",1,2.646575,60188.299203
"C0103778596","M",3,1.284932,61321.756645
"C0103778959","S",2,2.832877,61726.432081
"C0103778994","M",0,0.901370,46649.067660
"C0103779026","",3,0.967123,46570.940275
"C0103779280","S",3,2.136986,48026.673177
"C0103779574","M",3,-0.613699,61327.860347
"C0103780511","M",2,0.005479,42632.831812
"C0103780573","",2,2.693151,74054.078799
"C0103780996","S",0,-0.553425,59428.998688
"C0103781002","M",1,1.482192,58564.104129
"C0103781145","S",0,-0.471233,88015.076144
"C0103781319","S",2,1.005479,61658.070620
"C0103781701","M",2,0.602740,85502.792444
"C0103781788","M",0,2.556164,51853.694266
"C0103781906","",0,2.673973,63386.028626
"C0103781961","M",2,1.989041,85831.781976
"C0103782084","",4,0.901370,87747.734001
"C0103782277","M",0,2.665753,58644.062624
"C0103782420","M",1,-0.619178,47445.600757
"C0103782439","M",1,-0.646575,55759.453108
"C0103782521","",0,1.884932,82107.913450
"C0103783077","",2,2.320548,72921.231727
"C0103783102","S",0,2.687671,68906.826991
"C0103783117","",0,0.306849,68023.621326
"C0103783374","",0,1.953425,57231.055635
"C0103783547","",0,2.750685,55272.377697
"C0103784070","",1,0.156164,69241.920225
"C0103784178","",3,1.876712,88015.076144
"C0103784455","S",1,1.304110,82063.356426
"C0103785035","S",0,2.400000,88015.076144
"C0103785700","",3,2.860274,86856.593524
"C0103785994","",6,0.580822,32074.648274
"C0103786239","",1,0.158904,70852.687155
"C0103786488","",2,2.569863,88015.076144
"C0103787663","",1,1.019178,48030.335398
"C0103787715","S",2,1.646575,36449.781793
"C0103787916","",0,-0.884932,88015.076144
"C0103787937","S",0,-0.569863,46635.029145
"C0103788030","",3,0.052055,88015.076144
"C0103788193","M",5,0.345205,33078.707236
"C0103788199","M",1,0.153425,43822.443312
"C0103788357","S",0,1.128767,64374.828333
"C0103788577","",1,1.386301,69611.194189
"C0103788618","",0,0.290411,26224.860378
"C0103788969","M",1,2.043836,70675.069430
"C0103788970","M",0,2.813699,71803.643910
"C0103788987","",0,1.405479,61897.946104
"C0103789159","",1,1.336986,60829.187902
"C0103789234","S",1,1.216438,67479.171117
"C0103789317","",1,2.695890,48007.751701
"C0103789572","S",0,2.550685,45941.038240
"C0103789669","M",1,2.104110,46943.876461
"C0103789734","S",1,2.090411,88015.076144
"C0103789856","M",1,0.564384,37547.837764
"C0103789877","M",0,1.712329,88015.076144
