CardID,Responded
"C0103185790","F"
"C0103186215","F"
"C0103186246","F"
"C0103186305","F"
"C0103187153","F"
"C0103187407","F"
"C0103187407","T"
"C0103187415","F"
"C0103187851","F"
"C0103192316","F"
"C0103193822","F"
"C0103194595","F"
"C0103194739","F"
"C0103195026","F"
"C0103195088","F"
"C0103195158","F"
"C0103195519","F"
"C0103195726","F"
"C0103201266","F"
"C0103201983","F"
"C0103202559","F"
"C0103202806","F"
"C0103203281","F"
"C0103203435","F"
"C0103204280","F"
"C0103204692","F"
"C0103205288","F"
"C0103205489","F"
"C0103205946","F"
"C0103206188","T"
"C0103206223","F"
"C0103208311","F"
"C0103208483","F"
"C0103209450","F"
"C0103209627","F"
"C0103209990","F"
"C0103210024","F"
"C0103210024","F"
"C0103211536","F"
"C0103211707","F"
"C0103212020","F"
"C0103212036","F"
"C0103212183","F"
"C0103213720","F"
"C0103215966","F"
"C0103216147","F"
"C0103216940","F"
"C0103216974","F"
"C0103217421","F"
"C0103217432","F"
"C0103217969","F"
"C0103218416","F"
"C0103218583","F"
"C0103218779","F"
"C0103218857","F"
"C0103230008","F"
"C0103230266","T"
"C0103230442","F"
"C0103230516","F"
"C0103230629","T"
"C0103230878","F"
"C0103230930","F"
"C0103231036","F"
"C0103231326","F"
"C0103231528","F"
"C0103231604","F"
"C0103231895","F"
"C0103232209","F"
"C0103232297","F"
"C0103232396","T"
"C0103232466","F"
"C0103232467","F"
"C0103232646","F"
"C0103232877","F"
"C0103233030","F"
"C0103233678","F"
"C0103233804","F"
"C0103234093","F"
"C0103234118","F"
"C0103234183","F"
"C0103235092","F"
"C0103235240","F"
"C0103235477","F"
"C0103235502","F"
"C0103235675","T"
"C0103236026","F"
"C0103236084","F"
"C0103236109","T"
"C0103236719","F"
"C0103236836","F"
"C0103238053","F"
"C0103239875","F"
"C0103240585","F"
"C0103240733","F"
"C0103241129","F"
"C0103241392","F"
"C0103241786","F"
"C0103241841","F"
"C0103242574","F"
"C0103242780","F"
"C0103242948","F"
"C0103243287","F"
"C0103243646","T"
"C0103243931","F"
"C0103244093","F"
"C0103244355","F"
"C0103244699","F"
"C0103244771","F"
"C0103244836","T"
"C0103245108","F"
"C0103245209","F"
"C0103245473","T"
"C0103245547","F"
"C0103245671","F"
"C0103249865","F"
"C0103250282","F"
"C0103250469","F"
"C0103250570","F"
"C0103250997","F"
"C0103251041","F"
"C0103251386","F"
"C0103251414","F"
"C0103251422","F"
"C0103251585","F"
"C0103251601","F"
"C0103251601","F"
"C0103251847","F"
"C0103251936","F"
"C0103251975","F"
"C0103252028","F"
"C0103252248","F"
"C0103252469","F"
"C0103252724","F"
"C0103252942","F"
"C0103253309","F"
"C0103258260","F"
"C0103259317","F"
"C0103259917","F"
"C0103259926","F"
"C0103260405","F"
"C0103260612","F"
"C0103260688","F"
"C0103260766","F"
"C0103261032","F"
"C0103261826","F"
"C0103262014","F"
"C0103266530","F"
"C0103266924","F"
"C0103267456","F"
"C0103267585","F"
"C0103267700","F"
"C0103268038","F"
"C0103269790","F"
"C0103269834","F"
"C0103281002","F"
"C0103281526","F"
"C0103281668","F"
"C0103281796","F"
"C0103281893","T"
"C0103282164","F"
"C0103282339","F"
"C0103282497","F"
"C0103282559","F"
"C0103284106","F"
"C0103284422","T"
"C0103284990","F"
"C0103285401","F"
"C0103285723","F"
"C0103286865","F"
"C0103287400","F"
"C0103287481","F"
"C0103287711","F"
"C0103287769","F"
"C0103287840","F"
"C0103288017","T"
"C0103288438","F"
"C0103288503","F"
"C0103288564","F"
"C0103288612","F"
"C0103288669","F"
"C0103288717","F"
"C0103288809","F"
"C0103289235","T"
"C0103289588","T"
"C0103290125","F"
"C0103290158","F"
"C0103290186","F"
"C0103290256","F"
"C0103291038","F"
"C0103291038","F"
"C0103291086","F"
"C0103291532","F"
"C0103294869","T"
"C0103295595","F"
"C0103295887","F"
"C0103296072","F"
"C0103296334","F"
"C0103296399","F"
"C0103296692","F"
"C0103297215","F"
"C0103297328","F"
"C0103297941","F"
"C0103298988","F"
"C0103299252","F"
"C0103299531","F"
"C0103300059","F"
"C0103300306","T"
"C0103300820","F"
"C0103301182","F"
"C0103301323","F"
"C0103301903","F"
"C0103302253","F"
"C0103302861","F"
"C0103302933","F"
"C0103303035","F"
"C0103303154","F"
"C0103306916","F"
"C0103310430","F"
"C0103310497","F"
"C0103310537","F"
"C0103311128","F"
"C0103311226","F"
"C0103314875","F"
"C0103315054","F"
"C0103315302","F"
"C0103315600","F"
"C0103315756","F"
"C0103315904","F"
"C0103315975","F"
"C0103316170","F"
"C0103316406","F"
"C0103316682","F"
"C0103317014","T"
"C0103317038","F"
"C0103319200","F"
"C0103319423","F"
"C0103320200","T"
"C0103320830","T"
"C0103321173","F"
"C0103321236","F"
"C0103321237","F"
"C0103321907","F"
"C0103322137","F"
"C0103322285","F"
"C0103323614","F"
"C0103323614","F"
"C0103323943","F"
"C0103324193","F"
"C0103324986","F"
"C0103328346","F"
"C0103329279","F"
"C0103330207","F"
"C0103330412","F"
"C0103330809","F"
"C0103331071","F"
"C0103331352","F"
"C0103331374","F"
"C0103331725","F"
"C0103331757","F"
"C0103332279","F"
"C0103332398","F"
"C0103332930","F"
"C0103333318","T"
"C0103333400","F"
"C0103333735","F"
"C0103343608","F"
"C0103343919","F"
"C0103344027","F"
"C0103344132","F"
"C0103344273","F"
"C0103345215","F"
"C0103345266","F"
"C0103345462","T"
"C0103345641","F"
"C0103345664","F"
"C0103346022","F"
"C0103346079","T"
"C0103346446","F"
"C0103346446","F"
"C0103346510","F"
"C0103346586","F"
"C0103346956","F"
"C0103347787","T"
"C0103348146","T"
"C0103348402","F"
"C0103348853","F"
"C0103349170","F"
"C0103349812","F"
"C0103350058","F"
"C0103350194","F"
"C0103350342","F"
"C0103350392","F"
"C0103350405","F"
"C0103350821","F"
"C0103350913","F"
"C0103350946","F"
"C0103350964","T"
"C0103351082","F"
"C0103351122","F"
"C0103351672","F"
"C0103351970","F"
"C0103352298","F"
"C0103352644","F"
"C0103353055","F"
"C0103353571","F"
"C0103353889","F"
"C0103353931","F"
"C0103354099","F"
"C0103354290","F"
"C0103354347","F"
"C0103354375","F"
"C0103354622","F"
"C0103354706","F"
"C0103355103","F"
"C0103355174","F"
"C0103355282","F"
"C0103355565","F"
"C0103355565","F"
"C0103355837","F"
"C0103356287","F"
"C0103356524","F"
"C0103356565","F"
"C0103357328","F"
"C0103357419","F"
"C0103357710","F"
"C0103357807","F"
"C0103357841","F"
"C0103357980","F"
"C0103358003","F"
"C0103361664","F"
"C0103361750","F"
"C0103361989","F"
"C0103362995","F"
"C0103363201","T"
"C0103363273","T"
"C0103363464","F"
"C0103363509","T"
"C0103363606","F"
"C0103364347","F"
"C0103364430","F"
"C0103364645","F"
"C0103370149","F"
"C0103370149","F"
"C0103370203","F"
"C0103370566","F"
"C0103370704","F"
"C0103371285","F"
"C0103371290","F"
"C0103371944","F"
"C0103372034","F"
"C0103372264","F"
"C0103372420","F"
"C0103372655","T"
"C0103373054","F"
"C0103373207","F"
"C0103373239","F"
"C0103373239","F"
"C0103373341","F"
"C0103373377","F"
"C0103373429","F"
"C0103373430","F"
"C0103377608","F"
"C0103377631","F"
"C0103377961","F"
"C0103378098","F"
"C0103379312","F"
"C0103379391","F"
"C0103379595","F"
"C0103379677","F"
"C0103379749","F"
"C0103379846","F"
"C0103379998","F"
"C0103390489","F"
"C0103392191","F"
"C0103392917","F"
"C0103393493","F"
"C0103393977","F"
"C0103394567","F"
"C0103394901","F"
"C0103394933","T"
"C0103395282","T"
"C0103396176","F"
"C0103396595","F"
"C0103397213","F"
"C0103397806","F"
"C0103398127","F"
"C0103398249","F"
"C0103398313","F"
"C0103398313","F"
"C0103398682","F"
"C0103398943","F"
"C0103398989","F"
"C0103399073","F"
"C0103399229","F"
"C0103399398","F"
"C0103399508","F"
"C0103400002","F"
"C0103400101","F"
"C0103400589","F"
"C0103401485","T"
"C0103402141","F"
"C0103402831","F"
"C0103403005","F"
"C0103403379","F"
"C0103403397","F"
"C0103403450","F"
"C0103409459","F"
"C0103409496","F"
"C0103410811","F"
"C0103411291","F"
"C0103411365","F"
"C0103411731","F"
"C0103412065","F"
"C0103412344","F"
"C0103412609","F"
"C0103412867","F"
"C0103413108","F"
"C0103413285","F"
"C0103413531","F"
"C0103413575","F"
"C0103418614","F"
"C0103418881","F"
"C0103418974","F"
"C0103419692","F"
"C0103419715","F"
"C0103419783","F"
"C0103420197","F"
"C0103420530","F"
"C0103420785","F"
"C0103420902","F"
"C0103421128","F"
"C0103421216","F"
"C0103421721","F"
"C0103421729","F"
"C0103421729","F"
"C0103421907","F"
"C0103421907","F"
"C0103422291","F"
"C0103424332","F"
"C0103424494","F"
"C0103424587","F"
"C0103424872","F"
"C0103425157","F"
"C0103425157","F"
"C0103425211","F"
"C0103425503","F"
"C0103429260","F"
"C0103429542","F"
"C0103430580","F"
"C0103430981","F"
"C0103431023","F"
"C0103431657","F"
"C0103431948","F"
"C0103432355","F"
"C0103432453","F"
"C0103432529","T"
"C0103432688","F"
"C0103434554","F"
"C0103434774","F"
"C0103434778","T"
"C0103434829","F"
"C0103435259","F"
"C0103435681","F"
"C0103435764","F"
"C0103435829","F"
"C0103435950","F"
"C0103435977","F"
"C0103436021","F"
"C0103436200","F"
"C0103436641","F"
"C0103437007","F"
"C0103438425","F"
"C0103438758","F"
"C0103439214","F"
"C0103439702","F"
"C0103439831","F"
"C0103440046","F"
"C0103440115","F"
"C0103445898","F"
"C0103452477","F"
"C0103452508","T"
"C0103453036","F"
"C0103453118","F"
"C0103453902","F"
"C0103453976","F"
"C0103454433","F"
"C0103454602","F"
"C0103454758","F"
"C0103454800","F"
"C0103455435","F"
"C0103455636","T"
"C0103455820","T"
"C0103456003","F"
"C0103456918","F"
"C0103457232","F"
"C0103457309","F"
"C0103457440","F"
"C0103457704","F"
"C0103457797","T"
"C0103457875","F"
"C0103458023","T"
"C0103458560","F"
"C0103458642","F"
"C0103458922","F"
"C0103458942","F"
"C0103459086","F"
"C0103459103","F"
"C0103459317","F"
"C0103459583","F"
"C0103459668","F"
"C0103459668","F"
"C0103460145","F"
"C0103460279","F"
"C0103460777","F"
"C0103460876","F"
"C0103461143","F"
"C0103461662","F"
"C0103461946","F"
"C0103462367","T"
"C0103462382","F"
"C0103463050","F"
"C0103463847","F"
"C0103463959","F"
"C0103463986","F"
"C0103464329","T"
"C0103464472","F"
"C0103464509","T"
"C0103464761","F"
"C0103464960","F"
"C0103465163","F"
"C0103465289","F"
"C0103465566","F"
"C0103465722","F"
"C0103466013","F"
"C0103466024","F"
"C0103466111","F"
"C0103466137","F"
"C0103466311","F"
"C0103466443","T"
"C0103466600","F"
"C0103467143","F"
"C0103469133","F"
"C0103469579","F"
"C0103469838","F"
"C0103470487","F"
"C0103471375","F"
"C0103471753","F"
"C0103471843","F"
"C0103471893","T"
"C0103472049","F"
"C0103472079","F"
"C0103475418","F"
"C0103475685","F"
"C0103475821","F"
"C0103476011","T"
"C0103476048","T"
"C0103476330","F"
"C0103476422","F"
"C0103476567","F"
"C0103476622","F"
"C0103477705","F"
"C0103477757","F"
"C0103477758","F"
"C0103477834","F"
"C0103478044","F"
"C0103478059","F"
"C0103478510","F"
"C0103478811","F"
"C0103479198","F"
"C0103479435","F"
"C0103483481","F"
"C0103483583","F"
"C0103483705","F"
"C0103483732","F"
"C0103483732","F"
"C0103483792","F"
"C0103484052","F"
"C0103484126","F"
"C0103484282","F"
"C0103484520","F"
"C0103484975","F"
"C0103485141","F"
"C0103485237","F"
"C0103485830","F"
"C0103485950","F"
"C0103486184","F"
"C0103486254","F"
"C0103486284","F"
"C0103486314","T"
"C0103486537","F"
"C0103498980","F"
"C0103499036","F"
"C0103499496","F"
"C0103500011","F"
"C0103500115","F"
"C0103500299","F"
"C0103501058","F"
"C0103501060","F"
"C0103501190","F"
"C0103501278","T"
"C0103501502","F"
"C0103501588","F"
"C0103501732","F"
"C0103501964","F"
"C0103504090","F"
"C0103504434","F"
"C0103504589","F"
"C0103505286","F"
"C0103505374","F"
"C0103505697","F"
"C0103505779","F"
"C0103505953","F"
"C0103506521","F"
"C0103507185","F"
"C0103507226","F"
"C0103508033","F"
"C0103508086","F"
"C0103508637","F"
"C0103509115","T"
"C0103509507","F"
"C0103509817","F"
"C0103510441","F"
"C0103510472","F"
"C0103510498","F"
"C0103510653","F"
"C0103511371","F"
"C0103511573","F"
"C0103511713","F"
"C0103511720","F"
"C0103511829","F"
"C0103512207","F"
"C0103512501","F"
"C0103517431","F"
"C0103517743","F"
"C0103518485","F"
"C0103518875","F"
"C0103519043","F"
"C0103519250","F"
"C0103519250","F"
"C0103519866","F"
"C0103520140","T"
"C0103520629","F"
"C0103520640","F"
"C0103520791","F"
"C0103521042","F"
"C0103521200","F"
"C0103521692","F"
"C0103521737","F"
"C0103522220","F"
"C0103522569","F"
"C0103522838","F"
"C0103523398","F"
"C0103523671","F"
"C0103524037","T"
"C0103524088","F"
"C0103535379","F"
"C0103535637","F"
"C0103535757","F"
"C0103535958","T"
"C0103536095","F"
"C0103536663","F"
"C0103536752","F"
"C0103538354","F"
"C0103538594","F"
"C0103539296","F"
"C0103539376","F"
"C0103539751","F"
"C0103540271","F"
"C0103540766","F"
"C0103540996","F"
"C0103541086","F"
"C0103541086","F"
"C0103541497","F"
"C0103541826","T"
"C0103541943","F"
"C0103541985","T"
"C0103542753","F"
"C0103542753","F"
"C0103542799","F"
"C0103543274","F"
"C0103543367","F"
"C0103543439","T"
"C0103543760","F"
"C0103544348","F"
"C0103544363","F"
"C0103544572","F"
"C0103544724","F"
"C0103546018","F"
"C0103546034","F"
"C0103546420","F"
"C0103546668","F"
"C0103546755","T"
"C0103547098","F"
"C0103547148","F"
"C0103547698","F"
"C0103547793","F"
"C0103552288","F"
"C0103552502","T"
"C0103552537","F"
"C0103553727","F"
"C0103553882","F"
"C0103553919","F"
"C0103554515","F"
"C0103554765","F"
"C0103555049","F"
"C0103555215","F"
"C0103555235","F"
"C0103555297","F"
"C0103567489","F"
"C0103567704","F"
"C0103567944","F"
"C0103568141","F"
"C0103568159","F"
"C0103568510","F"
"C0103568551","F"
"C0103568589","F"
"C0103568769","F"
"C0103568878","F"
"C0103569034","F"
"C0103569206","F"
"C0103569517","F"
"C0103569889","F"
"C0103569939","F"
"C0103570039","F"
"C0103570102","F"
"C0103570188","F"
"C0103570245","F"
"C0103570406","F"
"C0103570691","F"
"C0103570750","F"
"C0103570796","F"
"C0103571755","T"
"C0103571807","F"
"C0103571875","F"
"C0103571878","F"
"C0103571988","F"
"C0103572628","F"
"C0103572636","F"
"C0103572891","F"
"C0103572921","F"
"C0103573016","F"
"C0103573334","F"
"C0103574266","F"
"C0103574328","F"
"C0103574335","F"
"C0103574648","F"
"C0103574871","F"
"C0103574934","F"
"C0103575199","F"
"C0103575208","F"
"C0103575290","F"
"C0103575577","F"
"C0103576348","F"
"C0103576545","F"
"C0103576630","F"
"C0103576730","F"
"C0103577371","F"
"C0103577480","F"
"C0103577693","F"
"C0103577842","F"
"C0103578341","F"
"C0103578341","F"
"C0103578451","F"
"C0103578540","F"
"C0103579209","F"
"C0103579452","T"
"C0103579564","F"
"C0103580533","F"
"C0103580780","F"
"C0103580780","F"
"C0103581023","F"
"C0103581045","F"
"C0103581188","F"
"C0103581401","F"
"C0103581993","F"
"C0103582044","F"
"C0103582598","F"
"C0103582802","F"
"C0103583178","F"
"C0103583278","F"
"C0103583572","F"
"C0103583656","F"
"C0103583939","F"
"C0103584124","F"
"C0103584172","F"
"C0103587711","F"
"C0103587930","F"
"C0103587971","F"
"C0103588182","F"
"C0103588619","F"
"C0103590092","F"
"C0103590393","F"
"C0103594847","F"
"C0103594980","F"
"C0103595097","F"
"C0103595552","F"
"C0103595610","F"
"C0103595966","F"
"C0103596291","T"
"C0103596505","F"
"C0103596705","F"
"C0103596731","F"
"C0103597040","F"
"C0103597181","F"
"C0103597471","F"
"C0103601585","F"
"C0103602089","T"
"C0103602259","F"
"C0103602282","F"
"C0103602332","F"
"C0103602937","F"
"C0103603137","F"
"C0103603290","F"
"C0103603394","F"
"C0103604134","T"
"C0103606032","F"
"C0103606097","F"
"C0103606325","F"
"C0103606383","F"
"C0103606423","F"
"C0103606635","F"
"C0103606722","F"
"C0103606853","F"
"C0103607197","F"
"C0103607421","F"
"C0103607496","F"
"C0103607899","F"
"C0103608448","F"
"C0103608677","F"
"C0103608710","F"
"C0103608754","F"
"C0103609217","F"
"C0103609217","F"
"C0103609432","F"
"C0103609548","F"
"C0103609579","F"
"C0103618031","F"
"C0103618101","F"
"C0103619353","F"
"C0103620097","F"
"C0103620275","F"
"C0103620294","F"
"C0103621359","F"
"C0103621359","F"
"C0103621418","F"
"C0103621504","F"
"C0103621994","F"
"C0103623200","F"
"C0103623485","F"
"C0103623565","F"
"C0103623771","T"
"C0103623854","F"
"C0103623904","F"
"C0103624962","F"
"C0103625177","F"
"C0103625393","F"
"C0103626178","F"
"C0103626416","F"
"C0103626599","F"
"C0103626805","F"
"C0103626852","F"
"C0103639031","T"
"C0103639723","F"
"C0103640454","F"
"C0103640545","F"
"C0103640588","F"
"C0103640790","T"
"C0103641389","F"
"C0103641703","F"
"C0103641817","F"
"C0103641834","F"
"C0103641834","F"
"C0103641991","F"
"C0103642744","T"
"C0103642922","F"
"C0103645971","F"
"C0103646092","T"
"C0103646153","F"
"C0103646315","F"
"C0103646376","F"
"C0103646393","F"
"C0103646393","F"
"C0103646917","T"
"C0103647223","F"
"C0103647279","F"
"C0103647320","F"
"C0103647647","F"
"C0103648226","F"
"C0103650681","F"
"C0103651301","F"
"C0103651385","F"
"C0103651385","F"
"C0103651752","F"
"C0103653445","T"
"C0103653510","T"
"C0103653586","F"
"C0103654724","F"
"C0103654868","F"
"C0103654964","F"
"C0103655608","F"
"C0103656581","F"
"C0103656709","F"
"C0103657826","F"
"C0103658005","F"
"C0103658154","F"
"C0103658154","F"
"C0103658249","F"
"C0103658407","F"
"C0103658438","F"
"C0103658578","F"
"C0103670166","F"
"C0103670902","F"
"C0103671518","F"
"C0103671758","F"
"C0103672456","F"
"C0103672456","F"
"C0103672705","F"
"C0103672771","F"
"C0103672871","F"
"C0103673558","F"
"C0103673846","T"
"C0103674145","T"
"C0103674428","F"
"C0103674571","F"
"C0103674642","T"
"C0103675132","F"
"C0103675255","F"
"C0103675280","F"
"C0103675337","F"
"C0103675427","F"
"C0103675726","F"
"C0103675936","F"
"C0103676079","F"
"C0103676677","F"
"C0103676704","F"
"C0103676781","F"
"C0103679903","F"
"C0103680081","F"
"C0103680697","F"
"C0103680953","F"
"C0103680955","F"
"C0103681079","F"
"C0103681616","F"
"C0103681871","F"
"C0103682096","F"
"C0103682158","F"
"C0103682455","F"
"C0103682460","F"
"C0103682772","F"
"C0103682772","F"
"C0103686217","F"
"C0103686218","F"
"C0103686345","F"
"C0103686380","F"
"C0103686727","F"
"C0103686731","F"
"C0103686808","F"
"C0103686869","F"
"C0103687084","F"
"C0103687363","F"
"C0103687476","F"
"C0103687764","F"
"C0103687961","F"
"C0103688313","F"
"C0103688924","F"
"C0103689491","F"
"C0103693287","F"
"C0103693437","F"
"C0103693536","F"
"C0103693536","F"
"C0103693933","F"
"C0103694002","F"
"C0103694050","F"
"C0103694161","F"
"C0103694483","F"
"C0103694820","F"
"C0103694863","F"
"C0103695150","T"
"C0103695908","F"
"C0103696294","F"
"C0103696349","F"
"C0103696959","F"
"C0103700952","F"
"C0103701472","F"
"C0103701536","F"
"C0103701854","F"
"C0103701913","F"
"C0103701984","F"
"C0103702073","F"
"C0103702222","F"
"C0103702344","F"
"C0103702352","F"
"C0103702639","F"
"C0103703228","F"
"C0103703426","F"
"C0103703753","F"
"C0103707583","F"
"C0103707802","F"
"C0103708224","F"
"C0103708449","F"
"C0103708706","F"
"C0103708852","F"
"C0103709416","T"
"C0103710050","T"
"C0103710212","T"
"C0103710511","F"
"C0103710727","F"
"C0103711138","F"
"C0103711304","F"
"C0103711415","F"
"C0103718739","F"
"C0103718998","F"
"C0103720121","F"
"C0103720203","F"
"C0103720646","F"
"C0103720688","F"
"C0103720773","F"
"C0103722158","F"
"C0103722271","F"
"C0103722281","F"
"C0103722353","F"
"C0103722741","F"
"C0103722834","F"
"C0103722893","F"
"C0103723632","F"
"C0103723982","F"
"C0103724339","F"
"C0103724570","T"
"C0103726298","F"
"C0103726902","F"
"C0103728154","F"
"C0103728469","F"
"C0103728484","F"
"C0103728810","F"
"C0103728888","T"
"C0103729201","F"
"C0103729232","F"
"C0103729260","F"
"C0103729421","F"
"C0103729551","F"
"C0103729676","F"
"C0103729751","T"
"C0103730321","F"
"C0103730701","F"
"C0103730777","F"
"C0103735688","F"
"C0103736002","F"
"C0103736356","F"
"C0103737558","F"
"C0103737672","F"
"C0103737960","F"
"C0103741834","F"
"C0103742028","T"
"C0103742125","F"
"C0103742260","F"
"C0103742424","F"
"C0103743168","F"
"C0103743305","F"
"C0103744135","F"
"C0103744347","F"
"C0103744444","F"
"C0103745049","F"
"C0103745224","F"
"C0103745468","F"
"C0103745748","F"
"C0103747201","F"
"C0103748192","F"
"C0103748262","F"
"C0103748718","F"
"C0103750080","F"
"C0103750879","F"
"C0103751154","T"
"C0103751274","F"
"C0103751528","F"
"C0103751580","F"
"C0103751729","F"
"C0103751950","T"
"C0103752439","F"
"C0103752472","F"
"C0103752727","F"
"C0103752966","F"
"C0103753078","F"
"C0103754642","F"
"C0103754678","F"
"C0103756849","F"
"C0103757109","F"
"C0103757555","F"
"C0103757825","F"
"C0103758118","F"
"C0103758234","F"
"C0103759062","F"
"C0103759508","F"
"C0103759765","F"
"C0103759821","F"
"C0103759966","F"
"C0103760025","F"
"C0103760043","F"
"C0103760445","F"
"C0103760827","F"
"C0103760971","F"
"C0103761044","F"
"C0103767593","F"
"C0103772837","F"
"C0103772997","F"
"C0103773145","T"
"C0103773246","F"
"C0103773375","F"
"C0103773509","F"
"C0103773594","F"
"C0103774078","F"
"C0103774230","F"
"C0103774523","F"
"C0103774750","T"
"C0103774891","F"
"C0103775886","F"
"C0103776012","F"
"C0103776132","T"
"C0103776438","F"
"C0103776879","T"
"C0103777310","F"
"C0103777504","F"
"C0103777596","F"
"C0103777872","T"
"C0103777930","F"
"C0103778061","F"
"C0103778193","F"
"C0103778536","F"
"C0103778596","F"
"C0103778959","F"
"C0103778994","F"
"C0103779026","T"
"C0103779280","F"
"C0103779574","F"
"C0103780511","F"
"C0103780573","F"
"C0103780996","F"
"C0103781002","F"
"C0103781145","F"
"C0103781319","F"
"C0103781701","F"
"C0103781788","F"
"C0103781906","F"
"C0103781961","F"
"C0103782084","F"
"C0103782277","F"
"C0103782420","F"
"C0103782439","F"
"C0103782521","F"
"C0103783077","F"
"C0103783102","F"
"C0103783117","F"
"C0103783374","F"
"C0103783547","F"
"C0103784070","F"
"C0103784178","F"
"C0103784455","F"
"C0103785035","F"
"C0103785700","F"
"C0103785994","F"
"C0103786239","F"
"C0103786488","F"
"C0103787663","F"
"C0103787715","F"
"C0103787916","F"
"C0103787937","F"
"C0103787937","F"
"C0103788030","F"
"C0103788193","F"
"C0103788199","F"
"C0103788357","F"
"C0103788577","F"
"C0103788618","F"
"C0103788969","F"
"C0103788970","F"
"C0103788987","F"
"C0103789159","F"
"C0103789234","F"
"C0103789317","F"
"C0103789572","F"
"C0103789669","F"
"C0103789734","F"
"C0103789856","F"
"C0103789877","F"
"C0103793335","F"
"C0103793348","F"
"C0103793724","F"
"C0103793947","F"
"C0103794431","F"
"C0103794512","F"
"C0103794798","F"
"C0103795018","F"
"C0103795076","F"
"C0103795251","F"
"C0103795588","F"
"C0103795888","F"
"C0103796001","F"
"C0103796116","F"
"C0103796372","F"
"C0103796433","F"
"C0103800394","F"
"C0103800467","F"
"C0103800548","F"
"C0103800694","F"
"C0103800928","F"
"C0103801006","F"
"C0103801025","F"
"C0103801757","F"
"C0103801816","F"
"C0103802082","F"
"C0103802233","F"
"C0103802424","F"
"C0103802449","F"
"C0103802539","F"
"C0103802585","F"
"C0103803010","F"
"C0103803303","F"
"C0103804119","F"
"C0103804437","F"
"C0103809976","F"
"C0103810064","F"
"C0103810668","F"
"C0103810747","F"
"C0103810775","F"
"C0103811078","F"
"C0103811336","F"
"C0103811365","F"
"C0103811492","F"
"C0103811856","F"
"C0103811926","F"
"C0103812114","F"
"C0103812168","F"
"C0103812239","F"
"C0103812356","F"
"C0103812821","F"
"C0103812821","F"
"C0103812910","F"
"C0103812923","F"
"C0103813031","F"
"C0103813300","F"
"C0103813544","T"
"C0103813628","F"
"C0103813728","F"
"C0103823285","F"
"C0103823937","F"
"C0103824097","F"
"C0103824228","F"
"C0103824456","F"
"C0103825050","F"
"C0103825883","F"
"C0103826405","F"
"C0103827189","F"
"C0103828035","F"
"C0103828679","F"
"C0103829660","F"
"C0103829734","F"
"C0103829932","F"
"C0103830184","F"
"C0103831132","F"
"C0103831501","F"
"C0103831556","F"
"C0103831630","F"
"C0103831758","F"
"C0103836899","F"
"C0103837060","F"
"C0103838215","F"
"C0103838373","F"
"C0103838510","T"
"C0103838551","F"
"C0103843991","T"
"C0103844056","F"
"C0103845226","T"
"C0103845735","F"
"C0103846094","F"
"C0103846418","F"
"C0103846985","T"
"C0103847368","T"
"C0103847809","F"
"C0103847937","F"
"C0103848195","F"
"C0103848599","F"
"C0103849603","F"
"C0103849725","F"
"C0103850007","F"
"C0103850081","F"
"C0103850315","F"
"C0103850772","F"
"C0103854569","F"
"C0103854606","F"
"C0103855708","F"
"C0103855800","F"
"C0103855876","F"
"C0103856052","F"
"C0103856437","F"
"C0103857088","F"
"C0103857364","F"
"C0103857560","F"
"C0103857574","F"
"C0103857891","F"
"C0103860707","F"
"C0103862543","F"
"C0103862659","F"
"C0103863072","F"
"C0103863342","F"
"C0103863363","F"
"C0103863842","F"
"C0103864151","F"
"C0103864345","F"
"C0103864805","F"
"C0103865013","F"
"C0103865311","F"
"C0103877780","F"
"C0103878147","F"
"C0103878170","F"
"C0103878518","F"
"C0103878529","F"
"C0103878695","F"
"C0103879608","F"
"C0103879707","F"
"C0103880041","F"
"C0103880107","F"
"C0103880193","T"
"C0103880374","F"
"C0103880470","F"
"C0103880622","F"
"C0103881094","T"
"C0103881203","T"
"C0103881547","F"
"C0103881547","F"
"C0103881664","F"
"C0103881705","F"
"C0103881753","F"
"C0103881885","F"
"C0103882016","F"
"C0103882650","F"
"C0103882731","F"
"C0103882785","F"
"C0103882922","T"
"C0103883174","F"
"C0103883452","F"
"C0103883564","F"
"C0103883818","F"
"C0103883894","F"
"C0103884446","F"
"C0103884665","F"
"C0103884725","F"
"C0103885040","F"
"C0103885130","F"
"C0103885206","F"
"C0103885242","F"
"C0103885656","F"
"C0103885805","F"
"C0103887317","T"
"C0103887324","F"
"C0103887357","F"
"C0103887451","F"
"C0103887867","F"
"C0103888089","F"
"C0103888162","F"
"C0103888402","F"
"C0103888436","F"
"C0103888482","F"
"C0103888907","F"
"C0103889137","F"
"C0103889313","F"
"C0103889611","F"
"C0103889757","F"
"C0103889985","F"
"C0103890383","F"
"C0103890867","F"
"C0103891248","F"
"C0103891453","F"
"C0103892247","F"
"C0103894479","F"
"C0103894480","F"
"C0103894643","F"
"C0103894855","F"
"C0103895198","F"
"C0103895296","F"
"C0103895532","T"
"C0103895613","F"
"C0103895742","F"
"C0103896524","F"
"C0103899815","F"
"C0103899983","F"
"C0103900244","F"
"C0103900275","F"
"C0103900348","F"
"C0103900765","F"
"C0103901062","F"
"C0103901388","F"
"C0103901649","F"
"C0103901960","F"
"C0103902190","F"
"C0103902593","F"
"C0103902748","F"
"C0103902855","F"
"C0103902896","F"
"C0103902896","F"
"C0103903057","F"
